Review,Date,Rating
"ROW NYC is a decent, affordable, hip hotel in a great location! Staff I interacted with were friendly and willing to help. My single room was small compared to other hotels, but it wasn't TOO small! Safe held my over-sized laptop, which was a plus. Would stay here again ",3/8/18,4
"I'll start by saying I was supposed to take this trip back in the summer of 2017 but had to cancel because of a death in the family the day before our trip was scheduled. Thankfully the staff understood and once they received a copy of the death certificate refunded my money fully without fuss. I decided to stay here when I replanned the trip for March 2018 and finally arrived. The hotel has a very young cosmopolitan feel, with acid jazz playing in the elevators and a bar with live bands in the lobby. We felt safe with the bouncer by the elevators and a nice staff. The rooms were a bit on the small side but very clean and it's a 5 minute walk to times square! I felt the price was great for the quality of service and I'll stay here again on my next trip to NY ",3/8/18,5
"I was a guest at your hotel last month and just wanted to let you know that the staff that served the continental breakfast during our stay was very helpful, nice and courteous. The crew working on our first morning there were exceptional. They were: Jasmine, Juan, Jacob, Javier, Kelly and Beto. It is always nice to see a smiling face first thing in the morning. Susan H. Peoria Arizon ",3/8/18,4
"The Hotel it's self was very modern and nice, good location ,your staff however were very snappy and rude also hidden chargers are not on . With a few education lessons on customer relations and working chargers into original prices would make a judge difference ",3/8/18,3
"We enjoyed our stay, close to all the Broadway shows, great restaurants and the time square shopping. NYC is one of the most fun and exciting cities in the world. We plan on returning for more Broadway shows and catch a Yankee game this summer ",3/7/18,4
nice view but won’t come back. Did not feel safe. Homeless people in lobby. Also elevator system was terrible. A man was assaulted while we were there and we had shower problems. Best thing was view.,3/7/18,2
"Based on cost and location we could have done better. Hotel service fee was too high for items we do not use & a discount card provided that was not accepted at their food court. Also, the food court had exterior access so anyone off the street could enter without going in through the hotel itself. Too much access to the outside and the front desk does not monitor the elevator which anyone could easily enter ",3/7/18,3
"It is so easy to book and to check in, and out. The location is great and the hotel is efficiently run. I make a point of getting the continental breakfast, which has been served by the same people for all the years I have stayed at the ROW, so they must be happy with their job, and they get my day off to a good start ",3/7/18,4
Nice clean hotelGreat location Nice and helpful staffQue to check in 30 mins after a long flight only 2 staff! Rooms yes they are small but manageable we was 2 adults 2 teens with 2 double bedsA little wait on lifts sometimes but nothing major it’s a big hotel there will be a wait at times. Would not pay to add breakfast not worth it,3/7/18,5
The hotel front desk Ms. Jastania made us feel so special.I booked the room for 9 nights for my friends visited from Japan. I made reservation on line but I needed some request. So I visited the hotel front desk and she helped me for all my request. The hotel is one of the best location if you wanted to see Broadway show. Also there is many lines of Subway in a few blocks away so you are able to ride subway/bus with no confusion,3/7/18,5
